videoname,MeanNIQE,MeanSSIM
1-4.mp4,6.757574996099646,0.9006689599434288
1-9.mp4,7.341373231709332,0.9213797507089538
1-11.mp4,7.320159638066627,0.9135129296434997
1-12.mp4,6.932275425476721,0.8635769610877574
1-13.mp4,7.075014167918434,0.9127792437924123
1-14.mp4,7.135152552664192,0.9368088621369227
1-15.mp4,6.642165914591822,0.9374397969651027
1-16.mp4,7.342709605476138,0.9166088700088955
1-17.mp4,7.671883848703318,0.9362728088814493
1-18.mp4,7.363164379160789,0.9281752714562158
1-19.mp4,7.522534976299118,0.9370935897357534
1-22.mp4,7.606434570281855,0.9359373103415544
1-23.mp4,7.397141976444023,0.9240299409724592
2-1.mp4,6.722858427086368,0.8882005049922351
2-4.mp4,7.493651276516515,0.8968530842932909
2-6.mp4,6.607944764698735,0.9089828298502154
2-8.mp4,7.239458134321434,0.887725667660048
2-9.mp4,7.115089267581164,0.8753666181395428
2-10.mp4,7.298164306887572,0.8955456671274771
2-11.mp4,7.0286003358018325,0.8887068166278508
2-14.mp4,7.215287270129142,0.8640747905204529
2-16.mp4,7.081512477219582,0.8598460148620936
2-17.mp4,6.78066117649477,0.8297927792139509
2-18.mp4,6.204515457452205,0.871127943241929
2-19.mp4,7.352467931347634,0.90402191542361
2-20.mp4,7.3035162555875575,0.8845636508981167
2-21.mp4,6.821231588470003,0.9314189646072801
2-22.mp4,7.399105179735906,0.8821528207444588
2-23.mp4,6.9856253842362355,0.874929582974691
2-24.mp4,7.352232949362286,0.8982937504418065
2-25.mp4,7.372129988122076,0.9059830797406184
2-26.mp4,7.390998951254737,0.9193949449892713
3-3.mp4,7.053549031243325,0.896334778794242
3-4.mp4,7.431267413277811,0.8723185894433665
3-7.mp4,7.47967065695645,0.8893896683048397
3-8.mp4,7.176499544776729,0.8737887179907515
3-9.mp4,7.119729815811428,0.8859984359252552
3-11.mp4,7.267282668260667,0.8840436688433145
3-12.mp4,7.007744225895822,0.8717973738166594
3-13.mp4,7.338306223393361,0.8577193194834811
3-14.mp4,6.887962086025877,0.8558548283220262
3-15.mp4,6.822913797316861,0.8482836888997444
3-19.mp4,7.569223698432145,0.8914149046901737
3-20.mp4,7.542345526915278,0.879328276684926
3-21.mp4,7.373020269452424,0.8786397581485166
3-22.mp4,7.359799752531651,0.8830085846771368
3-23.mp4,7.000600274516302,0.8994621642870365
3-25.mp4,7.705952937821281,0.8850655566684543
3-26.mp4,7.405719853079919,0.86144821048604
3-27.mp4,7.675786376612545,0.8824238232560425
3-28.mp4,7.454371221786365,0.8531701853222843
4-1.mp4,6.353576320438931,0.9080519125870127
4-6.mp4,6.065018903224883,0.911047650149432
4-7.mp4,6.262424326072095,0.8887898596966651
4-8.mp4,6.56842379522012,0.9038525521469791
4-9.mp4,6.723947288877408,0.8941531059398179
4-12.mp4,5.483403011010425,0.8836921845756673
4-14.mp4,6.151382378948896,0.8792171085319992
4-15.mp4,5.779495496696491,0.9257076687945389
4-16.mp4,5.780082757187272,0.9235941479112791
4-17.mp4,5.464982689194022,0.9323785639981659
4-22.mp4,6.228095379073237,0.88788801830989
4-23.mp4,6.3184931307312056,0.8777614637305388
4-27.mp4,6.305479829897787,0.8717029836541383
4-30.mp4,6.362606105356468,0.8388098353495304
4-31.mp4,6.766259931079512,0.8880995357119779
4-32.mp4,6.752117416239106,0.9041086340761321
4-35.mp4,6.5757323301865895,0.8923670650572563
4-37.mp4,6.257205002261608,0.8999711402935903
4-38.mp4,6.475031218872971,0.8988728847865763
4-39.mp4,6.622728935470295,0.8742482568393589
4-40.mp4,6.235194329249425,0.9288998376838751
4-41.mp4,6.394663120244505,0.8882354485542132
4-42.mp4,5.813872563653682,0.921898102924534
4-43.mp4,6.825181818868658,0.913529936648765
4-44.mp4,6.740090351057379,0.8957714259873887
4-45.mp4,6.832287982855372,0.8805162150398359
5-2.mp4,7.09136605919304,0.9306948407620619
5-7.mp4,7.363500524606057,0.8813416944194243
5-8.mp4,6.277782746779911,0.91938038394812
5-9.mp4,6.146535113609962,0.9559423601378263
5-10.mp4,6.742569546074908,0.9412957453327905
5-13.mp4,6.8656544041836245,0.9168269826644249
5-14.mp4,7.355576110086302,0.9045876305373025
5-15.mp4,7.523611994433702,0.9014299517339689
5-16.mp4,6.886137861452361,0.8934027803091302
5-17.mp4,8.005003397240491,0.9045511286414496
5-20.mp4,7.405619119359499,0.9352450418826759
5-21.mp4,7.160067338698384,0.9393095751670126
5-22.mp4,7.355254425008317,0.9103074132680423
5-23.mp4,7.7025956296548435,0.9108244320172252
5-24.mp4,7.427106490625635,0.9333516103016863
6-2.mp4,6.42365334781357,0.9203829090210092
6-6.mp4,6.6367233578951135,0.9141807760914669
6-7.mp4,7.601994752583417,0.9207339584900605
6-16.mp4,7.268317807722538,0.8753987023254841
6-17.mp4,7.1011591496532525,0.8815231283854021
6-18.mp4,5.970079687330862,0.8723700405259879
6-19.mp4,6.2317894560637255,0.9245256347447017
6-20.mp4,6.711908920081053,0.8905087735650334
6-21.mp4,6.644210350015501,0.9183907495580744
6-22.mp4,7.282048613358514,0.8922321515791044
6-23.mp4,6.890856883051136,0.9018943226828666
6-26.mp4,6.952553943872607,0.8893992995596801
6-27.mp4,6.981705112871479,0.9247184386587348
6-28.mp4,6.337409434972821,0.8780568153302243
6-29.mp4,5.857072755697149,0.8836971107074438
6-31.mp4,7.0751447744330695,0.8980259445343763
6-32.mp4,7.0812039148074595,0.8528185112668119
6-33.mp4,7.351591367000139,0.9055225715160081
6-34.mp4,7.295859669317946,0.9124589743657783
6-35.mp4,7.347724715161897,0.9139113580012145
6-20_1.mp4,7.133241383591688,0.9117874670965986
7-1.mp4,7.296526151036192,0.9229474530253698
7-2.mp4,7.3352489579754,0.9305032689338266
7-8.mp4,6.8668173053064745,0.9229685135400134
7-10.mp4,7.071853174036422,0.9202793399328879
7-12.mp4,7.457771350588602,0.921715894963184
7-13.mp4,7.369167016172239,0.909395294534323
7-14.mp4,7.255444839317995,0.9182786525943933
7-15.mp4,7.264090935260738,0.9115446820218833
7-16.mp4,7.571109898212359,0.9093430425179452
7-17.mp4,7.696403361256123,0.9110457201849106
7-21.mp4,7.492840944735835,0.9265457865844733
7-22.mp4,7.468185925656339,0.9315825640819635
7-23.mp4,7.501393830642232,0.936116462102135
8-2.mp4,6.544294030320271,0.8897151392043606
8-3.mp4,6.821816523527797,0.8608837201429816
8-5.mp4,7.316550465629344,0.9025670496125581
8-6.mp4,6.648605724617058,0.8716370227795031
8-7.mp4,7.068492940984173,0.8351488018765015
8-8.mp4,6.982085305834067,0.8569290443160251
8-9.mp4,6.881588039780179,0.8640152263667276
8-12.mp4,7.143772131147142,0.8560687018140992
8-13.mp4,7.341160227007225,0.8922085588183093
8-14.mp4,6.856840889676,0.840549078877191
8-15.mp4,6.645193201984854,0.8640335451086664
8-18.mp4,6.841091482861768,0.8615825245545627
8-19.mp4,6.270080780910562,0.8151316849809193
8-20.mp4,6.3622771735097485,0.7780183346800289
8-22.mp4,7.729731119143835,0.8874290858138255
8-23.mp4,7.757261991312882,0.8967400987822212
8-28.mp4,6.796604884679387,0.8439066056831726
8-29.mp4,7.375207151052162,0.8723802771980527
8-30.mp4,7.500430525919795,0.8746337085650681
8-32.mp4,7.461451428029082,0.8698461336983505
8-5_1.mp4,6.880660118711266,0.8545630324011784
9-1.mp4,7.358152914556221,0.8852931522350369
9-3.mp4,7.44190824553469,0.9152248889912575
9-6.mp4,6.689326367215106,0.882550217620287
9-7.mp4,6.984887588249096,0.8805973185688178
9-13.mp4,6.951805762535526,0.861175930470185
9-14.mp4,6.841548906893812,0.9024697689869154
9-16.mp4,6.4231547507592115,0.8511019717649781
9-17.mp4,7.305580643316135,0.8917870904085687
9-19.mp4,6.286523332239426,0.8577329964159349
9-20.mp4,6.247082234201249,0.8760999272112593
9-22.mp4,6.729154498436669,0.9140897134405925
9-25.mp4,6.341801393753215,0.8979515887330602
9-26.mp4,6.572754890756745,0.9144905950910834
9-29.mp4,7.571967563517802,0.9160971717197081
9-30.mp4,7.503999765491642,0.9112157068115009
9-31.mp4,7.121947646833283,0.8680911095803538
9-34.mp4,7.0969708259269115,0.889414008535585
9-35.mp4,7.084853948535101,0.8831965748175815
9-37.mp4,6.889246330088156,0.8602473746342733
9-41.mp4,7.174178618877748,0.8940982688889924
9-42.mp4,7.027867803959023,0.8720928958569167
9-44.mp4,7.638282414147314,0.907689348161875
9-49.mp4,7.22182938554698,0.8878701476858453
9-50.mp4,7.4094445034150676,0.878499197385643
9-51.mp4,7.492799713537387,0.8870783028342609
9-52.mp4,7.365349522069441,0.8870681998851168
9-53.mp4,7.568092922197173,0.8938171497191636
9-56.mp4,7.851979243330882,0.9059719335001339
9-57.mp4,7.766750316893615,0.9107988007995875
9-58.mp4,7.651848952730129,0.904102310263681
9-59.mp4,7.542744337843544,0.893373671101145
9-60.mp4,7.1475347814191155,0.8969884651638486
10-5.mp4,6.834120955121018,0.9077478348434797
10-6.mp4,7.447577141008211,0.9046861464740372
10-7.mp4,7.600043935772699,0.9093960978277139
10-8.mp4,7.289933239349117,0.9089374322333773
10-11.mp4,7.714130419590771,0.9090561103650746
10-12.mp4,7.119589393671503,0.8873325993866752
10-13.mp4,7.413679969819992,0.8968505324271885
10-14.mp4,6.655013608318027,0.876006627453053
10-15.mp4,7.1693378269772685,0.8690397537071269
10-16.mp4,6.912138833730353,0.8639293472000581
10-18.mp4,7.755235010290767,0.9095880941441687
10-19.mp4,6.236613552607634,0.9029668009854737
10-21.mp4,7.3101024985586065,0.8694045026538514
10-22.mp4,7.412481419563657,0.9195425929149134
10-23.mp4,7.566164019601661,0.9039455497445577
10-26.mp4,7.700881949095561,0.9221271374529971
10-27.mp4,7.525370956183516,0.9120073962300708
10-28.mp4,7.395735186038922,0.9127969417034459
10-30.mp4,7.561114265137232,0.9097104732363757
10-31.mp4,7.752997146322631,0.9230286405395508
11-2.mp4,7.133577307458043,0.9185513758294639
11-3.mp4,7.334115314615332,0.912856891487506
11-4.mp4,6.870443798280123,0.9095568768062848
11-11.mp4,7.263960757346247,0.9121560442032702
11-12.mp4,6.889353855659524,0.9071183149960614
11-14.mp4,7.535094263544251,0.9318545262694568
11-15.mp4,7.523954413669649,0.9252730083493571
11-16.mp4,7.561164493364517,0.9180784668750075
11-17.mp4,7.588481689311731,0.919654594455758
11-18.mp4,7.763991566254634,0.9163260598848415
12-1.mp4,6.62853589454687,0.9132793462544293
12-2.mp4,7.061341995719536,0.9084795505513193
12-3.mp4,7.331108823909905,0.9013943142536983
12-4.mp4,7.433921802094457,0.9243399829674884
12-5.mp4,7.309873348134751,0.912359559526666
12-6.mp4,7.490735848227915,0.912093384031729
12-7.mp4,7.129947025425635,0.8976952728610131
12-9.mp4,6.890924664574111,0.8723230826521783
12-11.mp4,7.324912053295128,0.8823159594560457
12-14.mp4,7.465502120260278,0.879527996240602
12-15.mp4,7.4125708594772375,0.8978611442901613
13-2.mp4,7.164399529511525,0.8663903522677506
13-4.mp4,7.592164158611876,0.8850297017888276
13-6.mp4,7.474694596445243,0.8786070583004635
13-7.mp4,7.4595075165231055,0.8706096306668627
13-9.mp4,7.107300735705354,0.8713530931925992
13-10.mp4,7.276069459230662,0.8692819699671025
13-11.mp4,6.764516834404972,0.8276128281836673
13-12.mp4,6.349444059955721,0.7885729467342224
13-13.mp4,7.141336047904842,0.8413848834890533
13-16.mp4,7.128002809666187,0.849213506158047
13-17.mp4,7.344639808261437,0.8837888841399647
13-20.mp4,7.347644213515125,0.8656123252776101
13-21.mp4,7.682388657321735,0.8899704375458475
13-22.mp4,7.70844192713803,0.8994141641519952
13-23.mp4,7.8616418932409475,0.9034320795978809
13-24.mp4,7.7018707682795515,0.8836463923510444
13-25.mp4,7.732625240887442,0.895614054797918
13-26.mp4,7.602520933064235,0.8930055016608192
13-27.mp4,7.434403695008218,0.88596484359472
13-28.mp4,7.512132878889674,0.9003246155654119
13-29.mp4,7.69812360961409,0.8839147558125617
13-30.mp4,7.793788338379314,0.8805637585143756
13-31.mp4,7.692865579876869,0.8914926541903851
14-1.mp4,6.589109799964595,0.9168180874312446
14-3.mp4,6.4706066078016615,0.9151455624185731
14-4.mp4,6.469070150388419,0.9192871273267015
14-5.mp4,6.5378657998187295,0.9177804702688261
14-9.mp4,6.337481296082612,0.8878593211603939
14-10.mp4,6.019220376285568,0.9274227488405277
14-11.mp4,6.364698805382422,0.9074134331407825
14-13.mp4,5.980088359154319,0.9143323903831186
14-14.mp4,5.58479012534568,0.927053947079128
14-15.mp4,6.441866987067209,0.9194501898557556
14-16.mp4,6.301332397084144,0.9191364025189585
14-17.mp4,6.220493816492305,0.9243938197597652
14-18.mp4,6.181546234739319,0.9318655839979717
14-19.mp4,5.807027188621263,0.9309342250865568
14-20.mp4,6.318711994664296,0.9279998763600127
14-21.mp4,6.019656377679336,0.9359558557473784
14-22.mp4,6.189790599747778,0.9291757223259547
14-23.mp4,5.970809690229823,0.9309823630831783
14-24.mp4,6.554313668820007,0.9105757223240231
14-25.mp4,6.316254912139103,0.9118401860255922
14-26.mp4,6.613094879109418,0.9262460118360536
14-27.mp4,5.746446587197153,0.933008113932957
14-28.mp4,6.2727995664511855,0.9311963215193156
14-29.mp4,6.573330589813667,0.9230587264201258
14-30.mp4,6.504150826038745,0.9250536332084237
15-2.mp4,7.130020008649816,0.9058935053767952
15-7.mp4,7.261129283169369,0.9108268150213458
15-9.mp4,7.444463015994619,0.9213680986009554
15-12.mp4,7.087140192308794,0.9006604945736927
15-13.mp4,6.901291273499477,0.9113279345524635
15-14.mp4,6.9142317458697535,0.9267583506217719
15-15.mp4,6.916858158614961,0.9187242398197304
15-16.mp4,6.7581604707093526,0.9269131043401267
15-18.mp4,6.5633567650521245,0.9287472970538518
15-19.mp4,7.30593228550058,0.9116950420991669
15-20.mp4,7.402519944033752,0.8966248185691003
15-22.mp4,6.960656884205506,0.8994548704215345
15-23.mp4,6.821176561530565,0.8896021591200124
15-24.mp4,6.755807952533694,0.9285230554689783
15-25.mp4,7.1627424861212114,0.9179526512136696
15-26.mp4,7.126445681598495,0.9099505974069958
15-28.mp4,7.499336395818719,0.9289363599160381
16-1.mp4,6.651702833420108,0.8655967734476658
16-2.mp4,7.548238595675265,0.9101132683149228
16-3.mp4,7.403069587138438,0.9062890461627743
16-4.mp4,7.405709562140945,0.8901007134310875
16-5.mp4,7.309637791272723,0.8843563780276632
16-6.mp4,7.486286777742502,0.918897328388717
